taskId,smiles,MW,Vol,Dense,nHA,nHD,TPSA,nRot,nRing,MaxRing,nHet,fChar,nRig,Flex,nStereo,gasa,QED,Synth,Fsp3,MCE-18,Natural Product-likeness,Alarm_NMR,BMS,Chelating,PAINS,Lipinski,Pfizer,GSK,GoldenTriangle,logS,logD,logP,mp,bp,pka_acidic,pka_basic,caco2,MDCK,logVDss,Fu,PPB,cl-int,t0.5,cl-plasma,BCF,IGC50,LC50FM,LC50DM,f20,f30,f50,hia,MRP1,OATP1B1,OATP1B3,pgp_inh,pgp_sub,BCRP,BSEP,BBB,PAMPA,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CYP2B6-inh,CYP2B6-sub,CYP2C8-inh,LM-mouse,LM-rat,LM-human,A549,Ames,Carcinogenicity,DILI,EC,EI,FDAMDD,Genotoxicity,H-HT,HEK293,Hematotoxicity,hERG-10um,hERG,Nephrotoxicity-DI,Neurotoxicity-DI,Ototoxicity,Respiratory,ROA,RPMI-8226,SkinSen,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,NonBiodegradable,NonGenotoxic_Carcinogenicity,SureChEMBL,LD50_oral,Skin_Sensitization,Acute_Aquatic_Toxicity,FAF-Drugs4 Rule,Genotoxic_Carcinogenicity_Mutagenicity,Aggregators,Fluc,Blue_fluorescence,Green_fluorescence,Reactive,Other_assay_interference,Promiscuous
c4e18a2f176d0e854a914125762be143,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,421.04,349.88002218509865,1.2033839410735354,7,4,118.36,4,3,10,12,0,21,0.19047619047619047,1,0,0.696,3,0.2,74.667,-0.942,"[(1, 2, 3, 0)]",['-'],['-'],['-'],0,0,1,0,-3.59052509709542,1.7653302356858533,1.619273586000587,227.66053152552297,326.8111548881925,7.319459859981881,2.5939402086900674,-5.884890665323448,-4.774894350206869,0.40792873113144434,14.935482001720892,81.61785739953578,,0.6527426459066821,9.049381984470767,0.6366434049861438,3.3016469040882424,4.204008884949505,4.772713514728636,0.0002440810203552246,3.039836883544922e-05,0.00014448165893554688,9.5367431640625e-07,0.7284716963768005,0.21992534399032593,0.11845901608467102,0.02630297839641571,0.3901222348213196,1.2760168601744226e-06,0.9992024302482605,0.0008305771043524146,0.7222985029220581,3.916667992598377e-05,5.11258804181125e-06,3.3005515433615074e-05,8.116949175018817e-06,3.1657348245062167e-06,1.0213072528131306e-05,3.698187356349081e-05,2.086461492467606e-08,0.010361406952142715,0.11607476323843002,0.016990143805742264,3.568946180254606e-11,0.2920348644256592,,,0.932883083820343,0.006723253056406975,0.09342770278453827,0.16366341710090637,0.9007243514060974,1.5361575833594543e-07,0.014786921441555023,0.9898271560668945,0.9999995231628418,0.9466449618339539,0.330321341753006,0.14526505768299103,0.22830021381378174,0.024656128138303757,0.05151907727122307,0.8636422157287598,0.44365811347961426,0.5636475682258606,0.28218236565589905,0.04692476987838745,5.816222255816683e-05,0.06243939697742462,0.0015934713883325458,0.0003365888842381537,8.471428736811504e-05,0.22270973026752472,0.0025027808733284473,0.00028421563911251724,0.03303074091672897,3.436605038587004e-05,1.4871120583848096e-05,0.006333088967949152,0.00021863402798771858,"[(9,)]",['-'],['-'],['-'],"[(7, 14), (14,), (7, 14)]","[(11, 10, 12), (9, 10, 11)]","[(14, 7, 6, 5, 4, 9, 8)]","[(7, 14)]",0.45,0.002,0.039,0.364,0.152,0.072,0.697
